I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> localhost:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> ps-2:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2501
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> ps-2:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> localhost:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2500
I tensorflow/core/distributed_runtime/master_session.cc:992] Start master session ff8bfb77c9d1ef73 with config: 
device_filters: "/job:ps"
device_filters: "/job:worker/task:0"
allow_soft_placement: true

job name = worker
task index = 0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
5.287880: Worker 0: step 2520 (global step: 2519 of 60000) loss = 1.48 examples_per_sec = 242.06 

5.108886: Worker 0: step 2530 (global step: 2529 of 60000) loss = 1.43 examples_per_sec = 250.54 

5.168555: Worker 0: step 2540 (global step: 2539 of 60000) loss = 1.36 examples_per_sec = 247.65 

5.024323: Worker 0: step 2550 (global step: 2549 of 60000) loss = 1.31 examples_per_sec = 254.76 

4.947147: Worker 0: step 2560 (global step: 2559 of 60000) loss = 1.35 examples_per_sec = 258.73 

5.060245: Worker 0: step 2570 (global step: 2569 of 60000) loss = 1.54 examples_per_sec = 252.95 

5.189647: Worker 0: step 2580 (global step: 2579 of 60000) loss = 1.47 examples_per_sec = 246.64 

5.104295: Worker 0: step 2590 (global step: 2589 of 60000) loss = 1.47 examples_per_sec = 250.77 

4.976571: Worker 0: step 2600 (global step: 2599 of 60000) loss = 1.45 examples_per_sec = 257.21 

5.082548: Worker 0: step 2610 (global step: 2609 of 60000) loss = 1.46 examples_per_sec = 251.84 

5.011315: Worker 0: step 2620 (global step: 2619 of 60000) loss = 1.47 examples_per_sec = 255.42 

4.975889: Worker 0: step 2630 (global step: 2629 of 60000) loss = 1.33 examples_per_sec = 257.24 

5.178944: Worker 0: step 2640 (global step: 2639 of 60000) loss = 1.56 examples_per_sec = 247.15 

4.970184: Worker 0: step 2650 (global step: 2649 of 60000) loss = 1.53 examples_per_sec = 257.54 

4.927182: Worker 0: step 2660 (global step: 2659 of 60000) loss = 1.57 examples_per_sec = 259.78 

5.034993: Worker 0: step 2670 (global step: 2669 of 60000) loss = 1.58 examples_per_sec = 254.22 

5.069217: Worker 0: step 2680 (global step: 2679 of 60000) loss = 1.26 examples_per_sec = 252.50 

5.086216: Worker 0: step 2690 (global step: 2689 of 60000) loss = 1.17 examples_per_sec = 251.66 

5.152686: Worker 0: step 2700 (global step: 2699 of 60000) loss = 1.44 examples_per_sec = 248.41 

5.213619: Worker 0: step 2710 (global step: 2709 of 60000) loss = 1.37 examples_per_sec = 245.51 

5.080928: Worker 0: step 2720 (global step: 2719 of 60000) loss = 1.27 examples_per_sec = 251.92 

5.022532: Worker 0: step 2730 (global step: 2729 of 60000) loss = 1.33 examples_per_sec = 254.85 

4.978670: Worker 0: step 2740 (global step: 2739 of 60000) loss = 1.27 examples_per_sec = 257.10 

5.108435: Worker 0: step 2750 (global step: 2749 of 60000) loss = 1.61 examples_per_sec = 250.57 

5.327319: Worker 0: step 2760 (global step: 2759 of 60000) loss = 1.36 examples_per_sec = 240.27 

5.080470: Worker 0: step 2770 (global step: 2769 of 60000) loss = 1.41 examples_per_sec = 251.95 

5.023305: Worker 0: step 2780 (global step: 2779 of 60000) loss = 1.33 examples_per_sec = 254.81 

5.047401: Worker 0: step 2790 (global step: 2789 of 60000) loss = 1.42 examples_per_sec = 253.60 

4.889649: Worker 0: step 2800 (global step: 2799 of 60000) loss = 1.33 examples_per_sec = 261.78 

5.062819: Worker 0: step 2810 (global step: 2809 of 60000) loss = 1.34 examples_per_sec = 252.82 

5.116505: Worker 0: step 2820 (global step: 2819 of 60000) loss = 1.23 examples_per_sec = 250.17 

5.300604: Worker 0: step 2830 (global step: 2829 of 60000) loss = 1.28 examples_per_sec = 241.48 

5.139484: Worker 0: step 2840 (global step: 2839 of 60000) loss = 1.36 examples_per_sec = 249.05 

4.945203: Worker 0: step 2850 (global step: 2849 of 60000) loss = 1.18 examples_per_sec = 258.84 

5.074132: Worker 0: step 2860 (global step: 2859 of 60000) loss = 1.24 examples_per_sec = 252.26 

5.179212: Worker 0: step 2870 (global step: 2869 of 60000) loss = 1.17 examples_per_sec = 247.14 

5.150141: Worker 0: step 2880 (global step: 2879 of 60000) loss = 1.32 examples_per_sec = 248.54 

4.962281: Worker 0: step 2890 (global step: 2889 of 60000) loss = 1.40 examples_per_sec = 257.95 

5.004545: Worker 0: step 2900 (global step: 2899 of 60000) loss = 1.23 examples_per_sec = 255.77 

5.089489: Worker 0: step 2910 (global step: 2909 of 60000) loss = 1.33 examples_per_sec = 251.50 

4.937055: Worker 0: step 2920 (global step: 2919 of 60000) loss = 1.33 examples_per_sec = 259.26 

5.169034: Worker 0: step 2930 (global step: 2929 of 60000) loss = 1.21 examples_per_sec = 247.63 

5.139065: Worker 0: step 2940 (global step: 2939 of 60000) loss = 1.15 examples_per_sec = 249.07 

5.025690: Worker 0: step 2950 (global step: 2949 of 60000) loss = 1.13 examples_per_sec = 254.69 

4.918704: Worker 0: step 2960 (global step: 2959 of 60000) loss = 1.29 examples_per_sec = 260.23 

4.943177: Worker 0: step 2970 (global step: 2969 of 60000) loss = 1.26 examples_per_sec = 258.94 

4.939224: Worker 0: step 2980 (global step: 2979 of 60000) loss = 1.09 examples_per_sec = 259.15 

5.193261: Worker 0: step 2990 (global step: 2989 of 60000) loss = 1.42 examples_per_sec = 246.47 

5.139051: Worker 0: step 3000 (global step: 2999 of 60000) loss = 1.30 examples_per_sec = 249.07 

Taking a Checkpoint @ Global Step 3000
5.719358: Worker 0: step 3010 (global step: 3009 of 60000) loss = 1.41 examples_per_sec = 223.80 

4.915766: Worker 0: step 3020 (global step: 3019 of 60000) loss = 1.12 examples_per_sec = 260.39 

4.964752: Worker 0: step 3030 (global step: 3029 of 60000) loss = 1.34 examples_per_sec = 257.82 

5.085568: Worker 0: step 3040 (global step: 3039 of 60000) loss = 1.12 examples_per_sec = 251.69 

5.015366: Worker 0: step 3050 (global step: 3049 of 60000) loss = 1.10 examples_per_sec = 255.22 

5.214751: Worker 0: step 3060 (global step: 3059 of 60000) loss = 1.15 examples_per_sec = 245.46 

5.043749: Worker 0: step 3070 (global step: 3069 of 60000) loss = 1.35 examples_per_sec = 253.78 

4.974178: Worker 0: step 3080 (global step: 3079 of 60000) loss = 1.23 examples_per_sec = 257.33 

5.015696: Worker 0: step 3090 (global step: 3089 of 60000) loss = 1.27 examples_per_sec = 255.20 

5.206866: Worker 0: step 3100 (global step: 3099 of 60000) loss = 1.43 examples_per_sec = 245.83 

5.246344: Worker 0: step 3110 (global step: 3109 of 60000) loss = 1.14 examples_per_sec = 243.98 

5.013652: Worker 0: step 3120 (global step: 3119 of 60000) loss = 1.26 examples_per_sec = 255.30 

4.928195: Worker 0: step 3130 (global step: 3129 of 60000) loss = 1.16 examples_per_sec = 259.73 

5.033463: Worker 0: step 3140 (global step: 3139 of 60000) loss = 1.35 examples_per_sec = 254.30 

5.108414: Worker 0: step 3150 (global step: 3149 of 60000) loss = 1.13 examples_per_sec = 250.57 

4.965352: Worker 0: step 3160 (global step: 3159 of 60000) loss = 1.18 examples_per_sec = 257.79 

5.219456: Worker 0: step 3170 (global step: 3169 of 60000) loss = 1.16 examples_per_sec = 245.24 

5.373308: Worker 0: step 3180 (global step: 3179 of 60000) loss = 1.24 examples_per_sec = 238.21 

5.046830: Worker 0: step 3190 (global step: 3189 of 60000) loss = 1.02 examples_per_sec = 253.62 

4.952436: Worker 0: step 3200 (global step: 3199 of 60000) loss = 1.31 examples_per_sec = 258.46 

5.033387: Worker 0: step 3210 (global step: 3209 of 60000) loss = 1.27 examples_per_sec = 254.30 

5.123262: Worker 0: step 3220 (global step: 3219 of 60000) loss = 1.31 examples_per_sec = 249.84 

5.147908: Worker 0: step 3230 (global step: 3229 of 60000) loss = 1.43 examples_per_sec = 248.64 

5.021813: Worker 0: step 3240 (global step: 3239 of 60000) loss = 1.33 examples_per_sec = 254.89 

5.192639: Worker 0: step 3250 (global step: 3249 of 60000) loss = 1.12 examples_per_sec = 246.50 

5.054114: Worker 0: step 3260 (global step: 3259 of 60000) loss = 1.20 examples_per_sec = 253.26 

5.053560: Worker 0: step 3270 (global step: 3269 of 60000) loss = 1.46 examples_per_sec = 253.29 

5.207526: Worker 0: step 3280 (global step: 3279 of 60000) loss = 1.22 examples_per_sec = 245.80 

5.337171: Worker 0: step 3290 (global step: 3289 of 60000) loss = 1.32 examples_per_sec = 239.83 

5.060832: Worker 0: step 3300 (global step: 3299 of 60000) loss = 1.08 examples_per_sec = 252.92 

5.151958: Worker 0: step 3310 (global step: 3309 of 60000) loss = 1.18 examples_per_sec = 248.45 

4.945540: Worker 0: step 3320 (global step: 3319 of 60000) loss = 1.31 examples_per_sec = 258.82 

5.030976: Worker 0: step 3330 (global step: 3329 of 60000) loss = 1.08 examples_per_sec = 254.42 

5.126633: Worker 0: step 3340 (global step: 3339 of 60000) loss = 1.21 examples_per_sec = 249.68 

5.255963: Worker 0: step 3350 (global step: 3349 of 60000) loss = 1.08 examples_per_sec = 243.53 

5.194539: Worker 0: step 3360 (global step: 3359 of 60000) loss = 1.23 examples_per_sec = 246.41 

5.040692: Worker 0: step 3370 (global step: 3369 of 60000) loss = 1.26 examples_per_sec = 253.93 

5.146943: Worker 0: step 3380 (global step: 3379 of 60000) loss = 1.38 examples_per_sec = 248.69 

5.151846: Worker 0: step 3390 (global step: 3389 of 60000) loss = 1.21 examples_per_sec = 248.45 

5.059379: Worker 0: step 3400 (global step: 3399 of 60000) loss = 1.18 examples_per_sec = 253.00 

5.087938: Worker 0: step 3410 (global step: 3409 of 60000) loss = 1.22 examples_per_sec = 251.58 

5.002697: Worker 0: step 3420 (global step: 3419 of 60000) loss = 1.33 examples_per_sec = 255.86 

5.061269: Worker 0: step 3430 (global step: 3429 of 60000) loss = 1.14 examples_per_sec = 252.90 

5.022544: Worker 0: step 3440 (global step: 3439 of 60000) loss = 1.32 examples_per_sec = 254.85 

5.124623: Worker 0: step 3450 (global step: 3449 of 60000) loss = 1.36 examples_per_sec = 249.77 

5.252613: Worker 0: step 3460 (global step: 3459 of 60000) loss = 1.08 examples_per_sec = 243.69 

5.106675: Worker 0: step 3470 (global step: 3469 of 60000) loss = 1.25 examples_per_sec = 250.65 

4.931051: Worker 0: step 3480 (global step: 3479 of 60000) loss = 1.07 examples_per_sec = 259.58 

4.916051: Worker 0: step 3490 (global step: 3489 of 60000) loss = 1.24 examples_per_sec = 260.37 

4.957351: Worker 0: step 3500 (global step: 3499 of 60000) loss = 1.25 examples_per_sec = 258.20 

4.898965: Worker 0: step 3510 (global step: 3509 of 60000) loss = 1.18 examples_per_sec = 261.28 

5.085925: Worker 0: step 3520 (global step: 3519 of 60000) loss = 1.30 examples_per_sec = 251.67 

5.150970: Worker 0: step 3530 (global step: 3529 of 60000) loss = 1.35 examples_per_sec = 248.50 

5.135421: Worker 0: step 3540 (global step: 3539 of 60000) loss = 1.18 examples_per_sec = 249.25 

5.081681: Worker 0: step 3550 (global step: 3549 of 60000) loss = 1.35 examples_per_sec = 251.89 

5.112810: Worker 0: step 3560 (global step: 3559 of 60000) loss = 1.14 examples_per_sec = 250.35 

5.319341: Worker 0: step 3570 (global step: 3569 of 60000) loss = 1.10 examples_per_sec = 240.63 

5.204127: Worker 0: step 3580 (global step: 3579 of 60000) loss = 1.09 examples_per_sec = 245.96 

5.041531: Worker 0: step 3590 (global step: 3589 of 60000) loss = 1.26 examples_per_sec = 253.89 

5.333944: Worker 0: step 3600 (global step: 3599 of 60000) loss = 1.15 examples_per_sec = 239.97 

4.973701: Worker 0: step 3610 (global step: 3609 of 60000) loss = 1.02 examples_per_sec = 257.35 

4.965732: Worker 0: step 3620 (global step: 3619 of 60000) loss = 1.20 examples_per_sec = 257.77 

4.862207: Worker 0: step 3630 (global step: 3629 of 60000) loss = 1.26 examples_per_sec = 263.25 

4.844847: Worker 0: step 3640 (global step: 3639 of 60000) loss = 1.13 examples_per_sec = 264.20 

5.073049: Worker 0: step 3650 (global step: 3649 of 60000) loss = 0.94 examples_per_sec = 252.31 

4.995224: Worker 0: step 3660 (global step: 3659 of 60000) loss = 1.20 examples_per_sec = 256.24 

5.049943: Worker 0: step 3670 (global step: 3669 of 60000) loss = 1.20 examples_per_sec = 253.47 

5.027988: Worker 0: step 3680 (global step: 3679 of 60000) loss = 1.05 examples_per_sec = 254.57 

5.323514: Worker 0: step 3690 (global step: 3689 of 60000) loss = 1.16 examples_per_sec = 240.44 

5.148399: Worker 0: step 3700 (global step: 3699 of 60000) loss = 1.01 examples_per_sec = 248.62 

5.054089: Worker 0: step 3710 (global step: 3709 of 60000) loss = 1.33 examples_per_sec = 253.26 

4.941783: Worker 0: step 3720 (global step: 3719 of 60000) loss = 1.21 examples_per_sec = 259.02 

4.939052: Worker 0: step 3730 (global step: 3729 of 60000) loss = 1.00 examples_per_sec = 259.16 

5.034377: Worker 0: step 3740 (global step: 3739 of 60000) loss = 1.22 examples_per_sec = 254.25 

5.096711: Worker 0: step 3750 (global step: 3749 of 60000) loss = 1.45 examples_per_sec = 251.14 

5.166836: Worker 0: step 3760 (global step: 3759 of 60000) loss = 1.13 examples_per_sec = 247.73 

5.275015: Worker 0: step 3770 (global step: 3769 of 60000) loss = 1.01 examples_per_sec = 242.65 

5.149993: Worker 0: step 3780 (global step: 3779 of 60000) loss = 0.99 examples_per_sec = 248.54 

5.088696: Worker 0: step 3790 (global step: 3789 of 60000) loss = 1.10 examples_per_sec = 251.54 

5.084741: Worker 0: step 3800 (global step: 3799 of 60000) loss = 1.15 examples_per_sec = 251.73 

4.912922: Worker 0: step 3810 (global step: 3809 of 60000) loss = 1.26 examples_per_sec = 260.54 

5.264474: Worker 0: step 3820 (global step: 3819 of 60000) loss = 1.17 examples_per_sec = 243.14 

4.968592: Worker 0: step 3830 (global step: 3829 of 60000) loss = 1.40 examples_per_sec = 257.62 

5.070523: Worker 0: step 3840 (global step: 3839 of 60000) loss = 1.20 examples_per_sec = 252.44 

5.277635: Worker 0: step 3850 (global step: 3849 of 60000) loss = 1.19 examples_per_sec = 242.53 

5.120281: Worker 0: step 3860 (global step: 3859 of 60000) loss = 1.12 examples_per_sec = 249.99 

4.976798: Worker 0: step 3870 (global step: 3869 of 60000) loss = 1.06 examples_per_sec = 257.19 

5.157769: Worker 0: step 3880 (global step: 3879 of 60000) loss = 1.07 examples_per_sec = 248.17 

5.219540: Worker 0: step 3890 (global step: 3889 of 60000) loss = 0.86 examples_per_sec = 245.23 

5.055329: Worker 0: step 3900 (global step: 3899 of 60000) loss = 1.02 examples_per_sec = 253.20 

5.006406: Worker 0: step 3910 (global step: 3909 of 60000) loss = 1.19 examples_per_sec = 255.67 

4.963007: Worker 0: step 3920 (global step: 3919 of 60000) loss = 1.31 examples_per_sec = 257.91 

5.309075: Worker 0: step 3930 (global step: 3929 of 60000) loss = 0.97 examples_per_sec = 241.10 

5.207486: Worker 0: step 3940 (global step: 3939 of 60000) loss = 1.33 examples_per_sec = 245.80 

5.115793: Worker 0: step 3950 (global step: 3949 of 60000) loss = 0.97 examples_per_sec = 250.21 

5.157035: Worker 0: step 3960 (global step: 3959 of 60000) loss = 1.08 examples_per_sec = 248.20 

5.109438: Worker 0: step 3970 (global step: 3969 of 60000) loss = 1.05 examples_per_sec = 250.52 

5.303729: Worker 0: step 3980 (global step: 3979 of 60000) loss = 1.16 examples_per_sec = 241.34 

5.270696: Worker 0: step 3990 (global step: 3989 of 60000) loss = 1.05 examples_per_sec = 242.85 

5.354432: Worker 0: step 4000 (global step: 3999 of 60000) loss = 1.04 examples_per_sec = 239.05 

Taking a Checkpoint @ Global Step 4000
5.988627: Worker 0: step 4010 (global step: 4009 of 60000) loss = 1.16 examples_per_sec = 213.74 

5.186565: Worker 0: step 4020 (global step: 4019 of 60000) loss = 1.45 examples_per_sec = 246.79 

5.187847: Worker 0: step 4030 (global step: 4029 of 60000) loss = 1.29 examples_per_sec = 246.73 

5.359802: Worker 0: step 4040 (global step: 4039 of 60000) loss = 0.95 examples_per_sec = 238.81 

5.450173: Worker 0: step 4050 (global step: 4049 of 60000) loss = 1.05 examples_per_sec = 234.85 

5.165470: Worker 0: step 4060 (global step: 4059 of 60000) loss = 1.09 examples_per_sec = 247.80 

5.343388: Worker 0: step 4070 (global step: 4069 of 60000) loss = 1.31 examples_per_sec = 239.55 

5.178614: Worker 0: step 4080 (global step: 4079 of 60000) loss = 1.19 examples_per_sec = 247.17 

5.196380: Worker 0: step 4090 (global step: 4089 of 60000) loss = 1.03 examples_per_sec = 246.33 

5.086441: Worker 0: step 4100 (global step: 4099 of 60000) loss = 1.09 examples_per_sec = 251.65 

5.408718: Worker 0: step 4110 (global step: 4109 of 60000) loss = 1.09 examples_per_sec = 236.65 

5.361685: Worker 0: step 4120 (global step: 4119 of 60000) loss = 1.25 examples_per_sec = 238.73 

5.199758: Worker 0: step 4130 (global step: 4129 of 60000) loss = 1.09 examples_per_sec = 246.17 

5.102589: Worker 0: step 4140 (global step: 4139 of 60000) loss = 1.24 examples_per_sec = 250.85 

5.244254: Worker 0: step 4150 (global step: 4149 of 60000) loss = 1.03 examples_per_sec = 244.08 

5.297826: Worker 0: step 4160 (global step: 4159 of 60000) loss = 1.20 examples_per_sec = 241.61 

5.047565: Worker 0: step 4170 (global step: 4169 of 60000) loss = 1.06 examples_per_sec = 253.59 

4.996661: Worker 0: step 4180 (global step: 4179 of 60000) loss = 1.13 examples_per_sec = 256.17 

5.057224: Worker 0: step 4190 (global step: 4189 of 60000) loss = 1.16 examples_per_sec = 253.10 

4.937508: Worker 0: step 4200 (global step: 4199 of 60000) loss = 1.04 examples_per_sec = 259.24 

4.960272: Worker 0: step 4210 (global step: 4209 of 60000) loss = 1.13 examples_per_sec = 258.05 

5.150814: Worker 0: step 4220 (global step: 4219 of 60000) loss = 1.09 examples_per_sec = 248.50 

5.121449: Worker 0: step 4230 (global step: 4229 of 60000) loss = 1.03 examples_per_sec = 249.93 

4.993223: Worker 0: step 4240 (global step: 4239 of 60000) loss = 1.22 examples_per_sec = 256.35 

5.142686: Worker 0: step 4250 (global step: 4249 of 60000) loss = 1.21 examples_per_sec = 248.90 

5.211376: Worker 0: step 4260 (global step: 4259 of 60000) loss = 1.16 examples_per_sec = 245.62 

5.037067: Worker 0: step 4270 (global step: 4269 of 60000) loss = 1.00 examples_per_sec = 254.12 

5.095061: Worker 0: step 4280 (global step: 4279 of 60000) loss = 1.28 examples_per_sec = 251.22 

5.060393: Worker 0: step 4290 (global step: 4289 of 60000) loss = 1.15 examples_per_sec = 252.94 

5.125159: Worker 0: step 4300 (global step: 4299 of 60000) loss = 1.14 examples_per_sec = 249.75 

5.019486: Worker 0: step 4310 (global step: 4309 of 60000) loss = 1.18 examples_per_sec = 255.01 

5.197738: Worker 0: step 4320 (global step: 4319 of 60000) loss = 1.19 examples_per_sec = 246.26 

5.354818: Worker 0: step 4330 (global step: 4329 of 60000) loss = 1.14 examples_per_sec = 239.04 

5.265004: Worker 0: step 4340 (global step: 4339 of 60000) loss = 1.11 examples_per_sec = 243.11 

5.278007: Worker 0: step 4350 (global step: 4349 of 60000) loss = 1.00 examples_per_sec = 242.52 

5.244808: Worker 0: step 4360 (global step: 4359 of 60000) loss = 0.95 examples_per_sec = 244.05 

5.171926: Worker 0: step 4370 (global step: 4369 of 60000) loss = 1.34 examples_per_sec = 247.49 

5.164032: Worker 0: step 4380 (global step: 4379 of 60000) loss = 1.07 examples_per_sec = 247.87 

5.547482: Worker 0: step 4390 (global step: 4389 of 60000) loss = 1.20 examples_per_sec = 230.74 

5.494886: Worker 0: step 4400 (global step: 4399 of 60000) loss = 1.00 examples_per_sec = 232.94 

5.093925: Worker 0: step 4410 (global step: 4409 of 60000) loss = 0.97 examples_per_sec = 251.28 

5.133849: Worker 0: step 4420 (global step: 4419 of 60000) loss = 1.06 examples_per_sec = 249.33 

5.109860: Worker 0: step 4430 (global step: 4429 of 60000) loss = 1.06 examples_per_sec = 250.50 

5.004177: Worker 0: step 4440 (global step: 4439 of 60000) loss = 1.00 examples_per_sec = 255.79 

5.260193: Worker 0: step 4450 (global step: 4449 of 60000) loss = 1.12 examples_per_sec = 243.34 

5.260164: Worker 0: step 4460 (global step: 4459 of 60000) loss = 1.32 examples_per_sec = 243.34 

5.185470: Worker 0: step 4470 (global step: 4469 of 60000) loss = 1.05 examples_per_sec = 246.84 

5.176279: Worker 0: step 4480 (global step: 4479 of 60000) loss = 1.01 examples_per_sec = 247.28 

5.223548: Worker 0: step 4490 (global step: 4489 of 60000) loss = 1.14 examples_per_sec = 245.04 

5.369907: Worker 0: step 4500 (global step: 4499 of 60000) loss = 1.16 examples_per_sec = 238.37 

5.344554: Worker 0: step 4510 (global step: 4509 of 60000) loss = 1.06 examples_per_sec = 239.50 

5.165317: Worker 0: step 4520 (global step: 4519 of 60000) loss = 1.02 examples_per_sec = 247.81 

5.108102: Worker 0: step 4530 (global step: 4529 of 60000) loss = 1.13 examples_per_sec = 250.58 
